customer_id,age,tenure_months,segment,region,monthly_spend_usd,products_owned,support_tickets_12m,last_campaign,churned,satisfaction_score,credit_score,is_premium,join_date,last_activity_date
C100376,41.0,63.0,SMB,Centro,68.26,4.0,0.0,SMS,1,2.81,626.0,Sí,2015-11-22 11:03:34,2018-06-02 11:03:34
C100377,30.0,108.0,Residencial,Sur,27.19,3.0,5.0,Llamada,1,2.37,578.0,No,2017-01-23 23:42:37,2019-05-22 23:42:37
C100378,34.0,,Residencial,Austral,52.75,3.0,2.0,Email,0,2.68,679.0,No,2017-09-07 02:51:23,2023-09-19 02:51:23
C100379,40.0,6.0,SMB,Austral,57.72,1.0,2.0,SMS,0,3.52,659.0,Sí,2021-01-12 20:10:08,2025-03-23 20:10:08
C100380,46.0,38.0,SMB,Norte,79.29,,4.0,Ninguna,0,3.46,662.0,No,2023-07-26 04:48:46,2026-11-06 04:48:46
C100381,41.0,112.0,Residencial,Austral,101.57,7.0,2.0,Ninguna,0,1.71,668.0,Sí,2023-06-13 01:23:45,2029-03-30 01:23:45
C100382,51.0,91.0,SMB,Centro,50.59,3.0,6.0,Email,1,1.42,598.0,Sí,2021-09-23 11:44:38,2027-08-01 11:44:38
C100383,37.0,100.0,Residencial,Sur,55.22,2.0,,SMS,1,2.09,588.0,No,2021-12-16 12:28:07,2029-06-06 12:28:07
C100384,35.0,109.0,SMB,Austral,110.71,1.0,3.0,,0,3.0,644.0,No,2018-09-27 21:40:34,2021-03-18 21:40:34
C100385,65.0,14.0,SMB,Austral,,1.0,2.0,Email,0,5.0,722.0,Sí,2020-06-24 07:45:35,2022-06-04 07:45:35
C100386,42.0,34.0,SMB,Norte,,5.0,2.0,Ninguna,0,4.16,642.0,Sí,2016-07-15 19:55:31,2016-08-02 19:55:31
C100387,31.0,8.0,,Centro,84.17,4.0,1.0,Ninguna,0,2.4,551.0,Sí,2019-07-24 12:57:23,2020-11-01 12:57:23
C100388,31.0,1.0,Enterprise,Centro,87.23,1.0,1.0,Email,0,3.18,497.0,No,2017-08-19 22:43:24,2022-06-16 22:43:24
C100389,29.0,100.0,Residencial,Sur,91.3,3.0,2.0,Email,0,3.03,630.0,Sí,2023-05-12 00:18:26,2029-10-29 00:18:26
C100390,47.0,112.0,Residencial,Austral,48.01,2.0,2.0,SMS,1,2.44,460.0,No,2018-04-23 00:27:08,2023-02-10 00:27:08
C100391,34.0,,Enterprise,Centro,67.9,4.0,2.0,SMS,0,3.7,708.0,No,2018-07-21 11:43:33,2026-06-24 11:43:33
C100392,39.0,86.0,SMB,Norte,65.51,1.0,,Email,1,1.71,616.0,No,2018-08-16 22:47:06,2023-08-22 22:47:06
C100393,37.0,64.0,SMB,Norte,81.06,9.0,2.0,Email,0,3.22,612.0,Sí,2023-02-10 11:18:31,2030-03-02 11:18:31
C100394,,9.0,Residencial,Norte,28.02,2.0,1.0,SMS,0,3.69,533.0,No,2023-05-24 05:07:19,2025-07-15 05:07:19
C100395,,109.0,SMB,Centro,95.33,1.0,9.0,Email,0,3.05,642.0,No,2018-11-17 20:54:12,2021-06-19 20:54:12
C100396,27.0,104.0,Residencial,Austral,109.16,6.0,3.0,Ninguna,0,2.03,583.0,Sí,2023-12-17 21:31:24,2030-06-11 21:31:24
C100397,40.0,68.0,Residencial,Centro,35.06,1.0,1.0,Llamada,0,2.41,539.0,No,2021-10-22 18:19:25,2027-02-02 18:19:25
C100398,44.0,,Enterprise,Centro,53.5,1.0,12.0,SMS,0,1.0,534.0,No,2022-08-14 06:48:45,2026-07-07 06:48:45
C100399,41.0,48.0,Enterprise,Sur,56.98,3.0,6.0,SMS,0,2.36,587.0,No,2023-03-29 22:50:17,2030-11-17 22:50:17
C100400,30.0,95.0,Residencial,Sur,35.2,1.0,4.0,Ninguna,0,,637.0,No,2017-12-28 23:45:53,2024-02-01 23:45:53
C100401,45.0,,Residencial,Centro,39.38,6.0,6.0,Email,0,2.35,702.0,Sí,2019-12-15 23:07:03,2022-04-25 23:07:03
C100402,31.0,,Enterprise,Norte,69.62,3.0,2.0,Ninguna,0,2.77,713.0,Sí,2017-07-26 01:15:56,2022-06-14 01:15:56
C100403,,8.0,SMB,,54.09,5.0,1.0,Email,0,3.27,600.0,No,2017-10-15 13:48:05,2020-12-14 13:48:05
C100404,29.0,21.0,SMB,Norte,49.71,4.0,7.0,Ninguna,0,1.56,691.0,Sí,2019-03-07 05:47:27,2022-07-03 05:47:27
C100405,51.0,116.0,SMB,,87.72,2.0,3.0,Email,0,2.83,610.0,Sí,2015-06-17 14:14:25,2021-11-22 14:14:25
C100406,44.0,35.0,Residencial,Centro,88.79,4.0,2.0,Ninguna,1,2.21,491.0,No,2016-12-08 05:46:01,2022-05-15 05:46:01
C100407,44.0,37.0,Enterprise,Sur,104.34,,3.0,Email,0,,610.0,Sí,2022-04-14 00:53:59,2022-05-19 00:53:59
C100408,50.0,95.0,Residencial,Sur,58.38,1.0,,Ninguna,1,1.3,552.0,No,2016-06-28 22:04:56,2021-01-31 22:04:56
C100409,,23.0,SMB,,37.35,6.0,2.0,SMS,0,3.6,612.0,Sí,2020-08-06 13:07:07,2025-10-08 13:07:07
C100410,21.0,62.0,Residencial,Centro,100.67,5.0,3.0,Email,0,2.93,592.0,Sí,2021-11-21 15:40:25,2025-12-21 15:40:25
C100411,31.0,35.0,SMB,Sur,87.33,4.0,5.0,Llamada,0,3.72,622.0,Sí,2017-05-14 15:08:42,2019-10-06 15:08:42
C100412,32.0,24.0,Residencial,Austral,74.72,6.0,2.0,Email,0,3.27,637.0,No,2019-02-15 12:10:52,2024-04-22 12:10:52
C100413,,115.0,SMB,Norte,135.99,4.0,5.0,SMS,1,2.42,753.0,Sí,2022-11-24 01:15:01,2030-06-22 01:15:01
C100414,27.0,24.0,Residencial,Austral,38.67,2.0,6.0,Email,0,1.78,476.0,No,2022-07-09 05:23:19,2023-03-16 05:23:19
C100415,35.0,12.0,Enterprise,Norte,5.0,2.0,7.0,Llamada,0,1.95,,,2023-04-14 00:50:39,2028-02-07 00:50:39
C100416,26.0,81.0,SMB,Sur,35.24,2.0,4.0,Ninguna,0,2.06,553.0,No,2020-08-27 08:18:09,2027-12-06 08:18:09
C100417,41.0,104.0,SMB,Austral,98.03,4.0,5.0,SMS,0,2.75,696.0,Sí,2022-12-26 02:45:27,2026-03-09 02:45:27
C100418,39.0,16.0,SMB,Centro,63.3,1.0,1.0,Llamada,1,2.69,588.0,No,2018-08-02 17:46:21,2021-04-06 17:46:21
C100419,43.0,85.0,SMB,Sur,52.81,4.0,2.0,Ninguna,0,3.51,607.0,Sí,2020-05-31 04:32:38,2022-05-24 04:32:38
C100420,43.0,65.0,SMB,Sur,50.3,7.0,2.0,Llamada,0,2.9,,Sí,2021-01-02 04:48:01,2022-10-20 04:48:01
C100421,,99.0,SMB,Sur,55.86,2.0,5.0,Email,0,1.54,657.0,No,2023-10-16 00:34:11,2026-12-01 00:34:11
C100422,34.0,16.0,SMB,Sur,31.81,5.0,,SMS,0,2.99,599.0,No,2018-04-25 08:59:41,2024-06-25 08:59:41
C100423,59.0,117.0,SMB,Austral,73.95,3.0,9.0,Email,1,2.43,531.0,No,2022-11-15 11:39:59,2024-04-28 11:39:59
C100424,40.0,74.0,,Norte,53.2,2.0,4.0,SMS,0,2.95,616.0,,2019-08-02 03:31:20,2021-06-07 03:31:20
C100425,19.0,101.0,SMB,Centro,68.4,10.0,1.0,Email,0,4.48,636.0,Sí,2015-12-09 16:53:41,2023-12-03 16:53:41
C100426,28.0,44.0,SMB,Austral,43.01,3.0,7.0,Ninguna,1,2.36,,No,2020-11-24 18:45:46,2028-11-09 18:45:46
C100427,21.0,113.0,Residencial,Centro,89.56,3.0,6.0,Llamada,0,2.6,599.0,Sí,2023-10-30 21:29:17,2025-08-22 21:29:17
C100428,38.0,75.0,SMB,Centro,65.73,5.0,4.0,Llamada,0,3.03,655.0,No,2019-01-30 07:37:22,2022-06-10 07:37:22
C100429,37.0,16.0,Enterprise,Sur,90.0,2.0,4.0,Email,0,3.62,665.0,Sí,2019-12-09 22:14:13,2023-03-01 22:14:13
C100430,33.0,110.0,Residencial,Austral,90.27,2.0,7.0,Email,0,2.25,692.0,Sí,2023-05-07 00:46:47,2025-09-19 00:46:47
C100431,58.0,95.0,Residencial,Centro,84.5,10.0,14.0,Llamada,0,1.46,710.0,Sí,2023-04-13 03:47:32,2024-07-02 03:47:32
C100432,43.0,36.0,Enterprise,Austral,59.5,2.0,5.0,SMS,0,2.98,678.0,Sí,2018-08-08 01:49:10,2019-02-05 01:49:10
C100433,45.0,,Enterprise,Sur,65.33,1.0,5.0,Ninguna,0,2.18,620.0,Sí,2021-11-04 05:48:54,2026-10-01 05:48:54
C100434,29.0,47.0,Residencial,Norte,55.01,1.0,5.0,SMS,1,1.38,662.0,No,2020-09-05 00:10:29,2021-01-05 00:10:29
C100435,28.0,65.0,Residencial,Austral,114.87,4.0,6.0,Email,1,2.03,608.0,No,2020-10-29 13:14:23,2025-10-16 13:14:23
C100436,38.0,115.0,SMB,Centro,33.37,,8.0,Llamada,1,1.31,736.0,No,2021-06-26 07:46:38,2022-03-30 07:46:38
C100437,40.0,107.0,Enterprise,Centro,53.08,5.0,4.0,Llamada,0,2.86,619.0,,2017-12-09 18:31:50,2019-03-04 18:31:50
C100438,19.0,26.0,Residencial,Sur,88.21,6.0,3.0,Email,0,4.08,692.0,Sí,2017-09-28 22:58:17,2017-10-12 22:58:17
C100439,36.0,116.0,Residencial,Sur,55.94,1.0,4.0,Llamada,0,,617.0,No,2015-03-30 20:20:40,2018-06-03 20:20:40
C100440,38.0,53.0,SMB,Sur,111.17,3.0,0.0,Email,0,3.04,644.0,Sí,2022-09-15 19:40:55,2025-04-27 19:40:55
C100441,36.0,84.0,SMB,Norte,54.22,1.0,6.0,Email,1,1.0,564.0,No,2017-06-28 15:10:10,2020-02-23 15:10:10
C100442,30.0,91.0,Enterprise,Austral,79.17,6.0,2.0,Email,1,2.45,668.0,Sí,2021-01-25 06:30:58,2023-07-20 06:30:58
C100443,33.0,58.0,SMB,Centro,84.3,3.0,4.0,Llamada,0,3.18,631.0,No,2021-03-04 06:59:37,2028-09-02 06:59:37
C100444,36.0,,Enterprise,Norte,109.75,5.0,6.0,Llamada,0,3.59,649.0,No,2021-05-01 11:26:42,2024-10-07 11:26:42
C100445,39.0,55.0,SMB,Sur,120.24,5.0,1.0,Email,1,2.61,669.0,Sí,2022-10-08 01:24:31,2029-03-27 01:24:31
C100446,44.0,103.0,SMB,Sur,80.25,8.0,2.0,Llamada,0,3.72,622.0,Sí,2022-10-23 16:44:38,2024-09-02 16:44:38
C100447,49.0,46.0,SMB,Norte,61.17,1.0,5.0,Llamada,0,1.58,580.0,No,2015-01-08 17:07:06,2018-11-18 17:07:06
C100448,35.0,34.0,Residencial,Austral,61.19,2.0,8.0,SMS,0,1.94,501.0,No,2022-07-24 10:06:58,2023-01-23 10:06:58
C100449,33.0,44.0,Residencial,,69.67,3.0,4.0,Email,0,3.6,700.0,No,2016-11-14 14:38:06,2018-12-09 14:38:06
C100450,42.0,24.0,Residencial,Austral,40.84,,1.0,Email,0,4.66,568.0,No,2020-10-22 10:13:20,2021-05-17 10:13:20
C100451,44.0,47.0,,Sur,109.66,4.0,4.0,Email,0,3.77,708.0,Sí,2021-01-21 08:57:57,2021-03-22 08:57:57
C100452,34.0,14.0,Residencial,Norte,90.16,8.0,5.0,Ninguna,0,3.62,667.0,Sí,2015-06-26 11:47:18,2016-12-08 11:47:18
C100453,46.0,11.0,SMB,Norte,61.83,3.0,10.0,Ninguna,1,1.31,598.0,No,2017-07-21 07:24:21,2018-10-28 07:24:21
C100454,48.0,87.0,SMB,Austral,31.01,,3.0,Email,1,1.0,593.0,No,2023-03-11 15:05:58,2025-09-20 15:05:58
C100455,,10.0,Residencial,Sur,63.14,3.0,4.0,SMS,0,3.42,553.0,No,2016-04-10 18:39:17,2022-03-21 18:39:17
C100456,56.0,68.0,Enterprise,Norte,35.43,3.0,5.0,Email,1,2.8,592.0,Sí,2017-02-01 04:14:46,2018-04-09 04:14:46
C100457,29.0,93.0,SMB,Norte,50.97,2.0,,Email,1,1.47,684.0,No,2015-09-27 07:46:29,2020-08-14 07:46:29
C100458,38.0,87.0,,Sur,70.63,5.0,5.0,Email,0,,657.0,Sí,2016-07-02 03:01:47,2019-06-03 03:01:47
C100459,38.0,54.0,SMB,Sur,72.2,1.0,3.0,,0,2.96,668.0,No,2020-09-27 16:59:53,2023-12-17 16:59:53
C100460,37.0,24.0,Residencial,Norte,112.49,2.0,1.0,Email,0,4.01,683.0,No,2022-07-28 07:17:37,2029-12-10 07:17:37
C100461,32.0,111.0,Enterprise,Norte,76.56,1.0,4.0,Email,1,2.41,575.0,No,2020-05-09 07:18:04,2024-01-26 07:18:04
C100462,23.0,100.0,SMB,Sur,121.47,6.0,3.0,SMS,0,3.91,675.0,Sí,2017-07-24 08:51:47,2019-08-26 08:51:47
C100463,39.0,73.0,Residencial,Centro,79.21,7.0,5.0,SMS,0,2.68,603.0,No,2022-09-23 06:18:26,2024-08-18 06:18:26
C100464,30.0,11.0,,Norte,89.04,4.0,4.0,SMS,0,3.19,531.0,No,2018-04-22 10:54:57,2019-08-26 10:54:57
C100465,39.0,,Enterprise,Norte,130.59,7.0,1.0,SMS,0,4.71,639.0,Sí,2017-10-31 20:54:49,2024-03-29 20:54:49
C100466,30.0,38.0,Enterprise,,45.76,3.0,4.0,SMS,0,2.14,635.0,No,2019-07-20 14:17:12,2024-11-11 14:17:12
C100467,27.0,19.0,SMB,Sur,63.67,2.0,1.0,SMS,0,5.0,620.0,Sí,2016-03-25 09:27:30,2018-05-15 09:27:30
C100468,40.0,103.0,SMB,Centro,78.54,3.0,7.0,Ninguna,0,2.71,561.0,,2018-03-17 05:32:34,2022-02-17 05:32:34
C100469,,25.0,SMB,Norte,62.6,4.0,2.0,Email,0,3.49,590.0,No,2022-03-11 19:44:47,2026-03-25 19:44:47
C100470,44.0,34.0,SMB,Austral,72.31,2.0,,SMS,1,3.53,727.0,No,2020-06-22 10:18:42,2020-11-06 10:18:42
C100471,60.0,117.0,SMB,Sur,53.48,3.0,3.0,Email,0,3.92,490.0,No,2023-11-23 04:00:40,2031-02-27 04:00:40
C100472,,98.0,Enterprise,Sur,49.0,2.0,4.0,SMS,0,3.13,630.0,No,2021-12-24 18:26:53,2028-04-11 18:26:53
C100473,43.0,27.0,SMB,Norte,102.46,1.0,11.0,SMS,0,1.69,565.0,No,2018-03-30 14:24:36,2022-07-10 14:24:36
C100474,27.0,46.0,Enterprise,Sur,33.75,4.0,8.0,Llamada,0,4.2,542.0,No,2021-11-25 04:43:44,2027-08-14 04:43:44
C100475,25.0,62.0,,Austral,,3.0,2.0,Ninguna,0,2.47,583.0,No,2022-10-15 09:42:01,2023-08-29 09:42:01
C100476,54.0,80.0,SMB,Sur,76.71,3.0,8.0,SMS,1,2.7,620.0,No,2020-09-04 12:46:24,2028-06-27 12:46:24
C100477,29.0,112.0,Residencial,Centro,24.83,3.0,3.0,Email,0,1.13,643.0,No,2021-11-11 11:41:13,2026-12-24 11:41:13
C100478,28.0,104.0,Residencial,Centro,42.57,5.0,1.0,Llamada,0,2.83,611.0,No,2019-07-13 11:47:29,2027-01-11 11:47:29
C100479,,117.0,Residencial,Austral,48.4,1.0,3.0,Email,0,1.64,666.0,No,2023-03-16 09:08:26,2030-02-10 09:08:26
C100480,37.0,5.0,SMB,Norte,79.4,5.0,2.0,SMS,0,3.44,676.0,,2017-02-20 01:11:19,2021-10-23 01:11:19
C100481,29.0,29.0,Residencial,Norte,55.29,2.0,0.0,Ninguna,0,2.85,,No,2018-10-26 21:53:45,2021-02-13 21:53:45
C100482,35.0,67.0,SMB,Norte,59.88,2.0,3.0,SMS,0,4.46,567.0,No,2017-04-14 14:34:23,2022-10-08 14:34:23
C100483,50.0,6.0,Enterprise,Sur,27.45,3.0,1.0,,0,5.0,630.0,No,2015-11-29 23:28:23,2020-01-02 23:28:23
C100484,30.0,43.0,,Centro,122.05,2.0,5.0,,1,3.01,630.0,No,2020-07-17 18:41:40,2023-10-25 18:41:40
C100485,24.0,19.0,SMB,Norte,63.31,3.0,0.0,Email,0,3.27,551.0,No,2016-01-25 00:53:03,2021-10-02 00:53:03
C100486,47.0,112.0,Residencial,Austral,72.65,3.0,1.0,Ninguna,0,,506.0,No,2017-01-13 08:23:13,2024-02-20 08:23:13
C100487,43.0,8.0,Residencial,Sur,45.84,4.0,4.0,Email,0,4.32,479.0,No,2021-11-13 15:11:49,2023-03-28 15:11:49
C100488,32.0,18.0,SMB,Norte,46.81,5.0,4.0,Email,1,2.92,604.0,No,2017-03-03 04:54:02,2021-08-03 04:54:02
C100489,22.0,24.0,SMB,Austral,111.35,,,SMS,0,2.78,618.0,No,2022-10-08 18:31:19,2028-12-28 18:31:19
C100490,31.0,18.0,Residencial,Sur,34.45,3.0,0.0,SMS,0,4.5,579.0,Sí,2015-06-11 12:26:37,2018-01-16 12:26:37
C100491,37.0,68.0,SMB,Norte,,2.0,4.0,Email,0,2.24,663.0,No,2019-02-11 05:08:11,2021-11-05 05:08:11
C100492,50.0,44.0,SMB,Austral,54.49,3.0,1.0,Email,0,,659.0,Sí,2015-08-09 19:43:21,2015-09-05 19:43:21
C100493,,109.0,SMB,Norte,54.7,1.0,11.0,SMS,0,1.0,661.0,No,2015-07-15 19:25:41,2018-02-12 19:25:41
C100494,37.0,32.0,Residencial,Austral,69.21,3.0,2.0,,0,4.11,672.0,Sí,2022-02-12 20:41:59,2026-10-21 20:41:59
C100495,45.0,64.0,SMB,Centro,36.43,2.0,4.0,Llamada,0,4.51,536.0,No,2015-08-08 06:18:21,2023-05-14 06:18:21
C100496,18.0,79.0,Residencial,,64.71,3.0,3.0,Email,0,3.26,627.0,No,2023-01-11 20:43:41,2027-03-25 20:43:41
C100497,48.0,75.0,Enterprise,Norte,5.0,6.0,3.0,Ninguna,0,3.97,640.0,No,2020-05-21 14:23:03,2022-09-17 14:23:03
C100498,26.0,95.0,SMB,Austral,54.13,3.0,4.0,Email,0,1.69,567.0,,2019-05-06 03:13:36,2025-10-31 03:13:36
C100499,41.0,25.0,SMB,Sur,57.55,4.0,7.0,Email,0,3.36,493.0,No,2023-04-08 12:26:15,2024-10-07 12:26:15
C100500,40.0,61.0,Residencial,Sur,50.7,2.0,4.0,Ninguna,0,2.34,,Sí,2018-06-28 07:15:21,2019-12-26 07:15:21
C100501,49.0,96.0,,Austral,120.53,2.0,3.0,Ninguna,0,2.64,590.0,Sí,2018-08-06 10:20:39,2022-10-06 10:20:39
C100502,44.0,103.0,SMB,Sur,71.66,2.0,5.0,Email,0,,717.0,Sí,2018-09-09 11:12:09,2025-03-16 11:12:09
C100503,18.0,74.0,SMB,Centro,56.33,1.0,4.0,SMS,0,2.75,576.0,No,2020-11-08 14:05:45,2022-07-21 14:05:45
C100504,30.0,78.0,Residencial,Austral,51.3,1.0,5.0,Ninguna,0,1.35,703.0,No,2022-08-16 22:29:16,2022-09-29 22:29:16
C100505,39.0,103.0,Enterprise,Sur,78.04,7.0,8.0,Email,0,1.59,503.0,Sí,2019-11-17 13:54:31,2025-08-30 13:54:31
C100506,36.0,75.0,Enterprise,Norte,95.95,1.0,3.0,,0,1.41,608.0,No,2023-01-03 15:13:00,2027-09-13 15:13:00
C100507,43.0,113.0,SMB,Austral,148.3,3.0,6.0,SMS,0,3.11,716.0,Sí,2020-05-22 17:55:51,2025-11-14 17:55:51
C100508,46.0,16.0,SMB,Austral,80.04,1.0,1.0,Ninguna,0,5.0,547.0,No,2022-06-29 01:23:38,2025-08-30 01:23:38
C100509,44.0,42.0,Residencial,Norte,89.91,1.0,4.0,SMS,0,,590.0,No,2018-11-21 21:30:22,2019-11-01 21:30:22
C100510,,14.0,SMB,Sur,105.19,1.0,1.0,SMS,0,1.55,576.0,No,2016-10-17 06:12:33,2019-06-12 06:12:33
C100511,20.0,11.0,Residencial,Austral,89.49,8.0,0.0,Ninguna,0,4.97,609.0,Sí,2023-07-02 13:23:57,2027-04-03 13:23:57
C100512,33.0,57.0,Residencial,Austral,102.7,1.0,2.0,Email,0,3.67,615.0,No,2021-02-05 02:01:11,2024-07-24 02:01:11
C100513,42.0,27.0,SMB,Norte,80.48,1.0,3.0,Llamada,0,1.74,522.0,No,2017-10-08 16:00:50,2024-11-16 16:00:50
C100514,27.0,49.0,Residencial,Austral,65.8,1.0,6.0,Email,0,2.64,573.0,No,2022-08-17 17:49:52,2024-05-30 17:49:52
C100515,44.0,53.0,Enterprise,Norte,72.69,6.0,1.0,Llamada,0,3.86,631.0,No,2015-01-30 19:42:54,2017-07-28 19:42:54
C100516,47.0,74.0,Enterprise,Sur,16.48,2.0,,SMS,0,3.16,567.0,No,2023-05-16 17:30:47,2024-11-01 17:30:47
C100517,39.0,113.0,SMB,Sur,89.4,2.0,7.0,Email,1,1.49,570.0,Sí,2020-03-16 22:33:00,2024-10-07 22:33:00
C100518,18.0,,Residencial,,26.26,1.0,5.0,SMS,0,2.93,662.0,No,2020-04-23 02:10:20,2026-09-29 02:10:20
C100519,25.0,46.0,SMB,Sur,44.58,,9.0,Ninguna,1,1.42,674.0,Sí,2015-02-13 23:53:06,2022-03-06 23:53:06
C100520,57.0,39.0,Residencial,Centro,87.45,4.0,5.0,SMS,0,3.21,588.0,Sí,2016-08-01 05:17:07,2018-05-28 05:17:07
C100521,33.0,92.0,SMB,Austral,32.22,,6.0,Email,0,3.5,502.0,No,2021-06-26 15:56:55,2024-12-01 15:56:55
C100522,18.0,15.0,SMB,Austral,61.11,,,Email,0,3.27,543.0,No,2020-01-09 21:48:45,2025-11-29 21:48:45
C100523,50.0,65.0,Residencial,Sur,67.44,,3.0,Llamada,1,2.3,633.0,No,2016-02-24 14:46:21,2016-07-06 14:46:21
C100524,38.0,51.0,SMB,Sur,68.07,4.0,2.0,Llamada,0,3.69,617.0,No,2020-12-28 13:07:48,2026-09-05 13:07:48
C100525,49.0,,SMB,Norte,41.82,1.0,4.0,SMS,0,,647.0,No,2021-09-19 11:45:14,2022-10-16 11:45:14
C100526,41.0,74.0,Residencial,Austral,106.38,6.0,2.0,Email,0,4.24,,Sí,2017-06-14 16:07:01,2017-09-19 16:07:01
C100527,43.0,39.0,SMB,Sur,80.6,3.0,5.0,Llamada,0,4.2,,Sí,2021-03-15 22:43:27,2022-02-08 22:43:27
C100528,42.0,23.0,Residencial,Centro,97.18,3.0,2.0,Email,0,4.54,705.0,Sí,2023-10-04 06:08:27,2030-10-19 06:08:27
C100529,45.0,78.0,,Norte,32.09,3.0,4.0,Email,0,3.28,567.0,No,2019-05-05 19:54:22,2024-10-13 19:54:22
C100530,61.0,21.0,SMB,Sur,80.38,2.0,4.0,SMS,0,3.83,661.0,Sí,2017-01-23 19:05:21,2023-05-16 19:05:21
C100531,48.0,81.0,Enterprise,Austral,109.14,7.0,2.0,SMS,0,3.07,557.0,Sí,2023-08-28 21:27:58,2029-03-04 21:27:58
C100532,22.0,20.0,Residencial,Austral,86.23,1.0,5.0,Ninguna,0,2.99,566.0,,2023-03-15 14:46:39,2029-07-25 14:46:39
C100533,42.0,52.0,Residencial,Norte,44.88,2.0,4.0,SMS,0,1.79,661.0,No,2019-02-10 15:41:21,2023-01-29 15:41:21
C100534,49.0,97.0,Enterprise,Austral,48.07,1.0,,Email,1,1.57,557.0,,2018-10-29 13:39:34,2025-04-17 13:39:34
C100535,50.0,28.0,Enterprise,Norte,39.75,1.0,2.0,Ninguna,0,2.87,649.0,No,2022-07-04 01:57:29,2022-12-16 01:57:29
C100536,34.0,92.0,Enterprise,,41.79,5.0,6.0,Email,1,2.7,440.0,No,2015-01-02 19:43:00,2019-08-30 19:43:00
C100537,50.0,86.0,SMB,Centro,27.02,5.0,1.0,Ninguna,0,3.84,566.0,,2017-10-23 12:59:40,2023-11-05 12:59:40
C100538,47.0,,Enterprise,Norte,59.24,4.0,3.0,Email,1,2.28,590.0,No,2019-11-21 18:59:18,2027-10-30 18:59:18
C100539,64.0,21.0,SMB,Norte,103.47,7.0,5.0,Ninguna,0,4.49,755.0,Sí,2020-11-19 20:18:12,2023-10-03 20:18:12
C100540,30.0,86.0,SMB,,62.77,5.0,4.0,Ninguna,1,3.91,580.0,,2020-08-27 04:12:55,2022-02-01 04:12:55
C100541,33.0,112.0,SMB,Sur,61.94,3.0,2.0,Ninguna,0,2.07,640.0,No,2018-05-02 22:45:56,2024-02-03 22:45:56
C100542,35.0,91.0,Residencial,Austral,80.89,4.0,,Email,0,3.43,713.0,Sí,2022-10-28 14:20:10,2023-05-27 14:20:10
C100543,33.0,23.0,SMB,Sur,109.58,5.0,5.0,Ninguna,0,3.35,607.0,Sí,2020-11-05 08:03:34,2027-01-20 08:03:34
C100544,29.0,98.0,SMB,Centro,46.44,2.0,8.0,Llamada,0,3.61,558.0,No,2019-11-12 19:57:09,2025-06-29 19:57:09
C100545,18.0,13.0,SMB,Norte,48.87,6.0,5.0,Email,0,3.84,608.0,No,2023-06-13 09:39:45,2028-12-20 09:39:45
C100546,34.0,71.0,SMB,Sur,38.58,4.0,6.0,SMS,0,1.62,491.0,No,2015-11-06 09:40:43,2018-03-13 09:40:43
C100547,42.0,60.0,Residencial,Austral,33.74,3.0,4.0,Llamada,0,2.95,573.0,No,2021-05-22 04:16:52,2022-05-08 04:16:52
C100548,33.0,64.0,SMB,Norte,99.43,7.0,6.0,Ninguna,0,4.64,,Sí,2023-05-05 10:28:04,2028-03-15 10:28:04
C100549,57.0,,SMB,Centro,60.56,1.0,3.0,Llamada,0,2.62,631.0,,2020-12-15 10:04:03,2023-11-09 10:04:03
C100550,38.0,,Residencial,Centro,63.49,4.0,,SMS,1,3.76,571.0,No,2020-02-02 07:42:31,2023-03-21 07:42:31
C100551,51.0,61.0,SMB,Austral,,3.0,6.0,Llamada,0,3.28,587.0,No,2018-04-12 19:19:35,2019-10-12 19:19:35
C100552,41.0,112.0,SMB,Norte,97.35,3.0,5.0,Email,0,1.35,635.0,No,2017-06-11 12:33:09,2020-02-09 12:33:09
C100553,46.0,52.0,Residencial,Norte,44.73,9.0,2.0,SMS,0,3.74,696.0,Sí,2019-11-30 07:59:08,2026-07-25 07:59:08
C100554,41.0,33.0,Residencial,Norte,77.59,2.0,6.0,Llamada,0,1.82,547.0,No,2023-02-02 13:09:30,2030-03-25 13:09:30
C100555,52.0,,SMB,Norte,71.4,4.0,3.0,Llamada,1,1.65,692.0,No,2019-02-28 07:00:23,2021-12-13 07:00:23
C100556,39.0,12.0,Residencial,Austral,53.23,1.0,6.0,Llamada,0,4.25,659.0,No,2016-02-02 10:37:19,2017-03-22 10:37:19
C100557,43.0,,,Centro,72.41,3.0,4.0,SMS,0,3.14,641.0,No,2019-05-09 15:54:13,2019-08-15 15:54:13
C100558,42.0,61.0,Enterprise,Centro,18.32,4.0,0.0,SMS,0,2.52,549.0,No,2015-11-17 10:13:34,2017-05-21 10:13:34
C100559,35.0,57.0,SMB,Centro,97.73,2.0,1.0,Llamada,0,3.23,539.0,,2023-06-04 22:38:44,2023-07-02 22:38:44
C100560,42.0,110.0,Residencial,Austral,74.69,3.0,11.0,Email,1,2.25,560.0,No,2019-10-25 13:47:50,2025-02-25 13:47:50
C100561,60.0,,Enterprise,Sur,41.48,2.0,4.0,Ninguna,0,2.9,604.0,No,2016-12-04 00:53:53,2022-01-23 00:53:53
C100562,35.0,116.0,Residencial,Centro,66.68,7.0,0.0,Ninguna,0,3.23,544.0,Sí,2020-08-15 23:52:01,2026-11-17 23:52:01
C100563,42.0,8.0,Residencial,Austral,21.31,,3.0,Ninguna,1,2.67,630.0,No,2019-11-03 15:22:02,2022-06-30 15:22:02
